name,cm_artist_id,genre_primary,genre_secondary,genre_sub
Ricardo Villalobos,60744,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501146, 'name': 'dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501124, 'name': 'electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501122, 'name': 'rock', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501134, 'name': 'ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501140, 'name': 'instrumental', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501127, 'name': 'jazz', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501675, 'name': 'organic house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501446, 'name': 'dub techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507733, 'name': 'minimal techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503604, 'name': 'german ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503615, 'name': 'german dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503612, 'name': 'german easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503594, 'name': 'german electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503591, 'name': 'german hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503610, 'name': 'german instrumental', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503597, 'name': 'german jazz', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503592, 'name': 'german rock', 'type': 'genre_v2', 'source': 'cm'}]",
DVS1,191569,"{'id': 501261, 'name': 'acidcore', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507614, 'name': 'deep techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501446, 'name': 'dub techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507733, 'name': 'minimal techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503604, 'name': 'german ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503615, 'name': 'german dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503612, 'name': 'german easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503594, 'name': 'german electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503591, 'name': 'german hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}]",
Speedy J,313763,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501146, 'name': 'dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501124, 'name': 'electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501261, 'name': 'acidcore', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503537, 'name': 'us dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503515, 'name': 'us electronic', 'type': 'genre_v2', 'source': 'cm'}]","[{'id': 464578, 'name': 'dutch experimental electronic', 'type': 'genre', 'source': 'spotify'}, {'id': 746, 'name': 'idm', 'type': 'genre', 'source': 'spotify'}, {'id': 15236, 'name': 'intelligent dance music', 'type': 'genre', 'source': 'spotify'}]"
Joris Voorn,2160,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501633, 'name': 'melodic techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501877, 'name': 'alternative pop', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503269, 'name': 'latin alternative', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501431, 'name': 'deep house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 505598, 'name': 'latin indie', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507725, 'name': 'melodic house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503316, 'name': 'european alternative', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501236, 'name': 'european dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503309, 'name': 'european electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501233, 'name': 'european pop', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501235, 'name': 'european rock', 'type': 'genre_v2', 'source': 'cm'}]",
Luuk van Dijk,89256,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501815, 'name': 'tech house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507730, 'name': 'minimal', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503604, 'name': 'german ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503615, 'name': 'german dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503612, 'name': 'german easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503594, 'name': 'german electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503591, 'name': 'german hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}]",
Gerd Janson,390851,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501437, 'name': 'disco', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507655, 'name': 'funky house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507768, 'name': 'post-disco', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507864, 'name': 'vocal house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507650, 'name': 'french house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501438, 'name': 'disco house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 504407, 'name': 'americana', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501431, 'name': 'deep house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501272, 'name': 'amapiano', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501388, 'name': 'city pop', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503601, 'name': 'german country', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503615, 'name': 'german dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503612, 'name': 'german easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503594, 'name': 'german electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503610, 'name': 'german instrumental', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503597, 'name': 'german jazz', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501494, 'name': 'german pop', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503595, 'name': 'german r&b/soul', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503592, 'name': 'german rock', 'type': 'genre_v2', 'source': 'cm'}]","[{'id': 55680, 'name': 'deep soul house', 'type': 'genre', 'source': 'spotify'}, {'id': 506752, 'name': 'indie dance', 'type': 'genre', 'source': 'spotify'}, {'id': 18719, 'name': 'nu disco', 'type': 'genre', 'source': 'spotify'}]"
Hunee,483960,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501146, 'name': 'dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501124, 'name': 'electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501438, 'name': 'disco house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503590, 'name': 'uk dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503568, 'name': 'uk electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503569, 'name': 'uk r&b/soul', 'type': 'genre_v2', 'source': 'cm'}]","[{'id': 404939, 'name': 'lo-fi house', 'type': 'genre', 'source': 'spotify'}]"
Antal,570353,"{'id': 501234, 'name': 'european hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501533, 'name': 'hungarian', 'type': 'genre_v2', 'source': 'cm'}, {'id': 509483, 'name': 'hungarian hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}]","[{'id': 69211, 'name': 'hungarian hip hop', 'type': 'genre', 'source': 'spotify'}, {'id': 464247, 'name': 'hungarian underground rap', 'type': 'genre', 'source': 'spotify'}]"
Hot Since 82,29540,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501815, 'name': 'tech house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507730, 'name': 'minimal', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507816, 'name': 'soulful house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507614, 'name': 'deep techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507781, 'name': 'progressive house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501431, 'name': 'deep house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503578, 'name': 'uk ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503590, 'name': 'uk dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503586, 'name': 'uk easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503568, 'name': 'uk electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503565, 'name': 'uk hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503569, 'name': 'uk r&b/soul', 'type': 'genre_v2', 'source': 'cm'}]",
Mind Against,326450,"{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501815, 'name': 'tech house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507614, 'name': 'deep techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507730, 'name': 'minimal', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507721, 'name': 'melodic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507725, 'name': 'melodic house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507781, 'name': 'progressive house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507816, 'name': 'soulful house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507733, 'name': 'minimal techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507850, 'name': 'tribal house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501633, 'name': 'melodic techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507552, 'name': 'alt-country', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507602, 'name': 'country rock', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507645, 'name': 'folk rock', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503602, 'name': 'german alternative', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503604, 'name': 'german ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503601, 'name': 'german country', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503615, 'name': 'german dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503612, 'name': 'german easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503594, 'name': 'german electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503600, 'name': 'german folk', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503591, 'name': 'german hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503595, 'name': 'german r&b/soul', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503592, 'name': 'german rock', 'type': 'genre_v2', 'source': 'cm'}]",
Agents Of Time,483206,"{'id': 501815, 'name': 'tech house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507725, 'name': 'melodic house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507730, 'name': 'minimal', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507781, 'name': 'progressive house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507614, 'name': 'deep techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507721, 'name': 'melodic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507816, 'name': 'soulful house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507733, 'name': 'minimal techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501633, 'name': 'melodic techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501170, 'name': 'hard rock', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507818, 'name': 'southern rock', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503318, 'name': 'european ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501236, 'name': 'european dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503326, 'name': 'european easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503309, 'name': 'european electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501234, 'name': 'european hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503310, 'name': 'european r&b/soul', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501235, 'name': 'european rock', 'type': 'genre_v2', 'source': 'cm'}]",
Massano,3545242,"{'id': 501815, 'name': 'tech house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 507725, 'name': 'melodic house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507721, 'name': 'melodic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507781, 'name': 'progressive house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507614, 'name': 'deep techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507730, 'name': 'minimal', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507816, 'name': 'soulful house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507733, 'name': 'minimal techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501176, 'name': 'techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507712, 'name': 'latin house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507626, 'name': 'electro house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501135, 'name': 'psychedelic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507850, 'name': 'tribal house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501633, 'name': 'melodic techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503604, 'name': 'german ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503615, 'name': 'german dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503612, 'name': 'german easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503594, 'name': 'german electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503591, 'name': 'german hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503605, 'name': 'german psychedelic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503595, 'name': 'german r&b/soul', 'type': 'genre_v2', 'source': 'cm'}]",
Kevin de Vries,70439,"{'id': 501815, 'name': 'tech house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 507614, 'name': 'deep techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507730, 'name': 'minimal', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507725, 'name': 'melodic house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507721, 'name': 'melodic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507781, 'name': 'progressive house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507733, 'name': 'minimal techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507816, 'name': 'soulful house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501176, 'name': 'techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501633, 'name': 'melodic techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501431, 'name': 'deep house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503271, 'name': 'latin ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501215, 'name': 'latin dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503278, 'name': 'latin easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503263, 'name': 'latin electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501213, 'name': 'latin hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503264, 'name': 'latin r&b/soul', 'type': 'genre_v2', 'source': 'cm'}]","[{'id': 24294, 'name': 'deep melodic euro house', 'type': 'genre', 'source': 'spotify'}]"
Colyn,1375491,"{'id': 501815, 'name': 'tech house', 'type': 'genre_v2', 'source': 'cm'}","[{'id': 507614, 'name': 'deep techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507730, 'name': 'minimal', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507725, 'name': 'melodic house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507781, 'name': 'progressive house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507721, 'name': 'melodic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501175, 'name': 'house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507816, 'name': 'soulful house', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507733, 'name': 'minimal techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501135, 'name': 'psychedelic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501633, 'name': 'melodic techno', 'type': 'genre_v2', 'source': 'cm'}, {'id': 507555, 'name': 'alternative r&b', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501195, 'name': 'christian', 'type': 'genre_v2', 'source': 'cm'}, {'id': 501301, 'name': 'baroque', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503602, 'name': 'german alternative', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503604, 'name': 'german ambient', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503596, 'name': 'german classical', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503615, 'name': 'german dance', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503599, 'name': 'german devotional & spiritual', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503612, 'name': 'german easy listening', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503594, 'name': 'german electronic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503591, 'name': 'german hip-hop/rap', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503610, 'name': 'german instrumental', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503605, 'name': 'german psychedelic', 'type': 'genre_v2', 'source': 'cm'}, {'id': 503595, 'name': 'german r&b/soul', 'type': 'genre_v2', 'source': 'cm'}]",
